air_durations_A,air_durations_B,air_durations_C,air_durations_D,asc_peak_slopes_A,asc_peak_slopes_B,asc_peak_slopes_C,asc_peak_slopes_D,avg_pres_A,avg_pres_B,avg_pres_C,avg_pres_D,contact_durations_A,contact_durations_B,contact_durations_C,contact_durations_D,des_peak_slopes_A,des_peak_slopes_B,des_peak_slopes_C,des_peak_slopes_D,dog_id,pace,paw_area_cm2_A,paw_area_cm2_B,paw_area_cm2_C,paw_area_cm2_D,peak_pressure_A,peak_pressure_B,peak_pressure_C,peak_pressure_D,ratio_pres2area_A,ratio_pres2area_B,ratio_pres2area_C,ratio_pres2area_D,step_lengths_A,step_lengths_B,step_lengths_C,step_lengths_D
0.19,0.2,0.175,0.185,0.778,0.865,0.659,0.79,3.487,2.96,2.94,3.063,0.14,0.125,0.138,0.13,1.095,0.822,0.956,0.908,T0000022,4.71,10.676,9.261,9.995,10.62,12.8,9.5,9.5,10.7,0.324,0.447,0.344,0.266,0.611,0.53,0.56,0.5
0.395,0.272,0.295,0.3,0.686,0.731,0.654,0.72,4.013,3.881,3.737,3.86,0.5,0.27,0.225,0.25,0.412,0.749,0.627,0.706,T0000023,5.61,29.399,33.038,27.898,27.284,18.3,17.2,16.6,17.2,0.132,0.109,0.123,0.132,1.618,1.078,1.353,1.093
0.277,0.268,0.408,0.275,0.93,0.617,0.658,0.842,3.848,3.938,4.133,3.89,0.2,0.225,0.23,0.34,1.037,1.092,0.592,0.412,T0000023,5.85,29.975,31.678,31.374,32.434,20.1,18.9,15.5,17.5,0.118,0.159,0.122,0.112,0.876,1.135,1.586,1.61
0.27,0.408,0.28,0.275,0.536,0.64,0.65,0.586,3.942,3.991,3.945,3.75,0.392,0.265,0.242,0.252,0.434,0.613,0.643,0.739,T0000023,5.44,31.22,31.265,27.251,27.728,16.35,14.3,17.2,17.5,0.121,0.163,0.131,0.125,1.553,1.062,1.486,1.078
0.29,0.275,0.3,0.288,0.644,0.698,0.757,0.729,3.95,3.912,3.696,3.802,0.265,0.235,0.225,0.25,0.707,0.838,0.72,0.778,T0000023,5.64,30.172,29.36,26.371,31.039,16.9,18.05,15.75,18.3,0.128,0.165,0.148,0.134,1.535,0.582,1.05,1.076
0.348,0.245,0.46,0.24,0.472,0.587,0.595,0.568,3.388,3.516,3.446,3.282,0.43,0.33,0.348,0.322,0.499,0.349,0.462,0.408,T0000024,4.23,21.724,20.278,22.947,19.105,15.3,13.4,14.8,13.4,0.152,0.189,0.162,0.166,1.34,1.162,1.118,0.79
0.238,0.27,0.238,0.245,0.596,0.578,0.617,0.701,3.278,3.33,3.258,3.386,0.205,0.21,0.22,0.25,0.725,0.811,0.516,0.509,T0000024,4.72,18.433,19.571,19.026,21.656,13.4,13.9,11.6,15.3,0.182,0.214,0.175,0.164,0.843,0.745,0.902,1.119
0.232,0.235,0.245,0.235,0.6,0.677,0.554,0.603,3.384,3.455,3.338,3.658,0.245,0.232,0.21,0.24,0.533,0.566,0.562,0.552,T0000024,4.73,23.199,21.286,16.648,23.162,13.4,15.1,12.75,13.9,0.196,0.165,0.919,0.137,0.908,1.081,0.764,1.108
0.242,0.245,0.248,0.242,0.645,0.652,0.681,0.609,3.587,3.317,3.36,3.393,0.22,0.225,0.2,0.235,0.585,0.588,0.668,0.627,T0000024,4.97,23.859,22.131,19.761,22.455,14.4,14.4,14.8,12.5,0.185,0.156,0.201,0.147,0.957,0.981,0.75,0.943
0.255,0.26,0.228,0.235,0.649,0.559,0.698,0.618,3.469,3.415,3.322,3.26,0.338,0.35,0.235,0.335,0.395,0.582,0.522,0.45,T0000024,4.79,20.707,20.718,22.076,21.466,13.4,14.6,14.4,14.15,0.145,0.159,0.149,0.145,1.195,1.153,0.784,1.17
0.255,0.245,0.255,0.455,0.551,0.543,0.549,0.628,3.322,3.328,3.227,3.422,0.235,0.353,0.218,0.348,0.66,0.498,0.698,0.399,T0000024,4.61,22.186,22.597,18.379,20.451,14.4,14.35,13.7,14.4,0.159,0.145,0.171,0.188,1.029,1.12,0.695,1.128
0.228,0.21,0.22,0.22,0.426,0.409,0.362,0.398,3.041,3.235,2.439,3.026,0.21,0.22,0.2,0.208,0.558,0.596,0.466,0.658,T0000025,4.42,15.559,18.338,13.375,18.96,9.4,10.5,8.3,9.1,0.173,0.157,0.179,0.151,0.646,0.627,0.652,0.619
0.275,0.24,0.27,0.26,0.929,0.944,0.778,0.804,4.183,4.446,4.312,4.608,0.225,0.265,0.23,0.228,0.953,0.731,0.805,0.811,T0000026,5.3,26.064,32.754,27.193,30.676,21.9,20.95,19.5,21.55,0.163,0.332,0.147,0.161,0.97,0.992,1.06,1.001
0.392,0.265,0.277,0.265,1.488,1.289,0.964,1.065,4.331,4.804,4.716,4.497,0.235,0.238,0.24,0.235,0.962,1.222,0.851,0.617,T0000026,5.55,24.79,32.579,27.256,27.504,20.1,28.95,23.6,18.35,0.142,0.142,0.246,0.151,1.011,0.961,1.057,1.475
0.277,0.27,0.36,0.385,0.99,0.994,1.106,0.79,4.052,4.449,4.688,4.709,0.215,0.49,0.265,0.265,0.779,0.621,0.785,0.672,T0000026,5.43,25.086,28.664,30.274,28.92,18.9,22.5,26.6,21.9,0.162,0.156,0.144,0.163,0.998,1.262,1.259,1.512
0.232,0.245,0.22,0.232,0.699,0.664,0.717,0.719,3.19,2.997,3.02,3.035,0.15,0.155,0.15,0.145,0.74,0.75,0.788,0.704,T0000027,4.64,14.339,14.079,17.774,12.199,10.7,10.4,10.7,10.7,0.208,0.217,0.153,0.185,0.593,0.559,0.584,0.589
0.225,0.24,0.245,0.25,0.722,0.884,0.608,0.562,3.098,3.437,2.837,2.949,0.152,0.15,0.14,0.152,0.878,0.821,0.76,0.787,T0000027,4.31,17.898,17.966,12.618,14.317,13.25,12.4,9.6,10.4,0.216,0.197,0.305,0.222,0.542,0.565,0.555,0.56
0.222,0.228,0.23,0.225,0.703,0.721,0.68,0.612,3.068,2.818,3.104,2.811,0.145,0.155,0.148,0.155,0.859,0.812,0.808,0.752,T0000027,4.52,17.659,13.861,14.25,13.605,11.8,10.7,11.55,10.1,0.174,0.213,0.223,0.158,0.742,0.414,0.501,0.499
0.21,0.195,0.19,0.195,0.784,0.797,0.715,0.8,3.08,3.199,3.124,3.042,0.128,0.125,0.14,0.122,0.771,0.813,0.735,0.754,T0000028,5.27,9.574,11.65,10.531,9.702,9.75,9.4,9.4,9.4,0.245,0.252,0.255,0.325,0.593,0.436,0.542,0.593
0.205,0.195,0.2,0.19,0.685,0.678,0.696,0.715,3.178,3.045,3.058,3.088,0.148,0.135,0.138,0.143,0.721,0.711,0.708,0.674,T0000028,4.74,10.304,9.33,8.696,11.529,9.75,9.4,9.1,9.4,0.24,0.304,0.306,0.228,0.551,0.508,0.454,0.458
0.265,0.28,0.27,0.255,0.695,0.801,0.834,0.76,4.13,3.531,4.006,3.81,0.228,0.2,0.21,0.208,1.138,0.915,1.212,0.912,T0000029,5.77,28.412,24.242,27.435,26.128,19.85,17.4,20.6,16.9,0.137,0.165,0.137,0.167,1.475,1.218,0.959,0.492
0.255,0.262,0.255,0.25,0.768,0.679,0.827,0.914,3.868,3.844,3.923,4.512,0.21,0.22,0.195,0.212,1.018,0.842,1.032,1.294,T0000029,6.23,25.084,24.878,24.118,28.597,19.6,15.4,17.15,23.55,0.131,0.124,0.123,0.138,0.547,0.986,1.466,1.025
0.258,0.26,0.26,0.275,0.761,0.797,0.892,0.731,3.572,3.752,4.06,3.908,0.2,0.2,0.215,0.235,1.099,1.112,1.057,0.891,T0000029,5.7,23.842,22.624,25.353,27.546,16.4,19.15,20.1,20.1,0.175,0.238,0.158,0.138,0.686,1.381,0.482,1.431
0.258,0.245,0.275,0.245,0.822,0.801,0.702,0.782,4.245,3.673,3.388,4.174,0.21,0.232,0.202,0.227,1.129,0.683,0.938,1.234,T0000029,5.85,28.992,25.274,24.21,28.969,21.3,17.15,16.15,21.1,0.146,0.145,0.134,0.13,0.987,0.959,0.975,1.466
0.275,0.265,0.255,0.27,0.723,0.87,0.935,0.945,3.736,4.082,4.142,4.219,0.19,0.188,0.19,0.2,1.03,1.367,1.204,1.226,T0000029,6.2,25.45,24.517,25.878,27.998,17.6,19.85,19.6,20.1,0.159,0.155,0.159,0.154,1.042,1.026,0.557,1.509
0.24,0.26,0.26,0.25,1.138,0.887,1.01,0.989,4.431,3.552,4.262,3.964,0.198,0.18,0.182,0.195,1.524,1.086,1.307,1.203,T0000029,7.06,29.522,24.303,26.921,26.871,27.3,16.65,20.6,20.1,0.142,0.144,0.138,0.123,1.067,1.079,1.59,0.597
0.25,0.255,0.25,0.272,0.785,0.859,0.725,0.832,3.986,4.282,3.944,4.455,0.22,0.218,0.208,0.215,0.732,0.817,0.964,1.127,T0000030,5.13,22.256,20.512,20.611,23.03,16.2,16.8,15.6,20.4,0.211,0.256,0.22,0.252,0.624,0.775,0.805,0.796
0.27,0.258,0.265,0.27,0.753,0.773,0.769,0.738,4.302,4.605,4.325,4.385,0.222,0.235,0.24,0.222,0.714,0.709,0.926,0.892,T0000030,4.57,18.694,21.999,21.877,18.912,16.2,16.8,18.6,17.7,0.241,0.233,0.198,0.192,0.806,0.61,0.785,0.788
0.255,0.24,0.26,0.265,0.767,0.792,0.696,0.795,4.281,4.276,4.1,4.418,0.225,0.21,0.205,0.198,0.975,0.905,0.899,1.058,T0000030,4.9,23.072,20.211,19.51,20.027,19.2,17.4,16.8,18.9,0.206,0.215,0.235,0.23,0.818,0.931,0.415,0.75
0.265,0.27,0.27,0.27,0.863,1.017,0.719,1.035,4.215,4.137,4.343,4.932,0.195,0.205,0.205,0.192,1.192,0.768,0.885,1.026,T0000030,5.08,23.907,18.318,18.223,25.76,19.8,17.1,15.6,18.9,0.168,0.176,0.166,0.195,0.814,0.842,0.842,0.924
0.285,0.275,0.275,0.275,0.875,0.945,0.833,0.754,4.296,4.434,4.702,4.291,0.208,0.208,0.205,0.21,0.894,0.923,1.118,1.014,T0000030,5.15,20.336,22.795,20.212,21.193,17.7,17.7,19.2,18.0,0.231,0.244,0.236,0.197,0.466,0.44,0.879,0.86
0.188,0.18,0.165,0.205,0.385,0.348,0.369,0.423,2.181,2.434,2.5,2.15,0.175,0.192,0.195,0.172,0.334,0.355,0.4,0.347,T0000031,3.55,6.864,9.6,10.59,6.85,5.7,6.5,6.2,6.2,0.174,0.277,0.22,0.363,0.365,0.356,0.378,0.381
0.185,0.185,0.185,0.185,0.401,0.497,0.52,0.467,2.628,2.7,2.607,2.404,0.16,0.158,0.135,0.15,0.521,0.499,0.565,0.47,T0000031,4.15,9.335,10.372,7.84,9.396,7.3,7.3,7.8,7.05,0.284,0.235,0.371,0.274,0.526,0.596,0.45,0.407
0.182,0.168,0.17,0.18,0.43,0.379,0.39,0.372,2.114,2.338,2.393,2.444,0.16,0.175,0.188,0.17,0.362,0.422,0.411,0.409,T0000031,3.62,7.016,7.809,8.93,9.33,5.7,6.8,6.8,6.8,0.274,0.2,0.228,0.323,0.348,0.33,0.361,0.356
0.168,0.2,0.202,0.185,0.363,0.384,0.404,0.397,2.434,2.295,2.287,2.394,0.19,0.17,0.19,0.17,0.394,0.347,0.305,0.515,T0000031,3.67,10.046,6.651,7.308,8.386,6.8,6.8,6.2,7.05,0.319,0.369,0.314,0.281,0.373,0.398,0.383,0.398
0.188,0.175,0.185,0.185,0.474,0.426,0.408,0.447,2.374,2.536,2.457,2.572,0.155,0.16,0.16,0.16,0.468,0.475,0.533,0.538,T0000031,4.16,10.068,9.794,9.808,9.659,6.8,7.3,7.05,7.3,0.263,0.266,0.365,0.457,0.42,0.576,0.628,0.52
0.2,0.21,0.2,0.205,0.772,0.711,0.717,0.727,3.056,3.274,2.873,3.008,0.175,0.158,0.15,0.16,0.613,0.652,0.655,0.641,T0000034,3.92,18.31,18.076,14.226,13.54,10.5,10.45,9.9,9.3,0.141,0.198,0.196,0.187,0.583,0.453,0.299,0.289
0.24,0.25,0.24,0.255,0.84,0.709,0.797,0.725,3.75,3.943,3.66,3.515,0.22,0.205,0.185,0.198,0.935,0.74,0.868,0.69,T0000035,5.1,23.65,23.085,21.016,21.424,16.2,14.1,15.7,14.05,0.157,0.162,0.143,0.167,0.762,0.756,0.8,0.746
0.26,0.255,0.238,0.245,0.703,0.708,0.746,0.725,3.198,3.606,3.835,3.866,0.192,0.215,0.24,0.23,0.568,0.674,0.851,0.811,T0000035,4.71,19.685,20.073,25.326,24.268,12.45,13.8,17.8,17.8,0.171,0.147,0.137,0.158,0.731,0.428,0.75,0.764
0.268,0.26,0.275,0.245,1.37,1.632,1.277,1.838,6.415,5.219,6.345,5.128,0.305,0.252,0.285,0.268,1.105,1.034,1.309,0.746,T0269664,5.72,38.281,29.548,36.184,28.995,33.9,30.0,37.15,27.9,0.168,0.16,0.155,0.147,1.203,1.045,1.169,1.059
0.28,0.282,0.29,0.278,1.777,1.784,1.573,1.82,5.88,6.17,5.868,5.79,0.25,0.26,0.255,0.235,1.222,1.132,1.325,1.5,T0269664,6.11,33.762,38.388,34.058,31.559,35.1,34.5,38.6,39.8,0.17,0.165,0.163,0.177,1.118,0.905,1.16,1.462
0.208,0.248,0.258,0.25,1.334,0.722,1.527,0.85,5.132,4.899,4.169,4.177,0.29,0.3,0.255,0.272,1.301,1.04,0.758,0.595,T0307068,4.03,30.03,28.539,24.553,23.495,25.0,26.1,19.3,19.05,0.149,0.165,0.17,0.174,0.84,0.627,0.86,0.881
0.21,0.228,0.238,0.24,0.667,0.745,0.765,0.801,4.952,4.892,4.235,4.514,0.275,0.275,0.255,0.245,1.172,1.098,0.792,0.871,T0307068,4.92,30.024,30.031,24.088,23.903,23.8,23.8,18.7,21.0,0.181,0.174,0.179,0.205,0.856,0.864,0.869,0.864
0.225,0.222,0.248,0.24,0.578,0.729,0.851,0.716,4.979,5.105,4.326,4.237,0.308,0.31,0.265,0.285,1.237,1.149,0.589,0.77,T0307068,4.3,30.318,31.765,23.854,22.662,21.85,26.7,18.2,21.0,0.182,0.154,0.18,0.174,0.788,0.809,0.786,0.791
0.262,0.268,0.24,0.255,0.699,0.716,0.634,0.636,4.87,4.456,5.108,5.066,0.28,0.285,0.3,0.292,0.902,0.581,0.969,0.932,T0307068,4.41,26.33,22.976,28.075,28.107,22.1,17.0,22.7,24.4,0.154,0.174,0.179,0.159,0.805,0.81,0.839,0.835
0.188,0.24,0.2,0.26,3.351,5.038,2.935,9.311,22.293,17.558,21.089,17.752,0.38,0.362,0.358,0.362,5.064,1.83,6.899,4.756,T0316445,4.7,50.03,45.212,50.794,40.615,139.8,93.85,124.45,200.1,0.505,0.36,0.473,0.503,1.038,1.12,1.025,1.093
0.252,0.295,0.268,0.265,3.301,4.536,3.569,3.725,15.707,16.125,16.455,17.213,0.28,0.245,0.255,0.265,3.93,3.391,3.124,5.216,T0325970,6.34,31.715,29.575,27.927,34.98,109.5,92.6,92.6,96.0,0.577,0.567,0.609,0.512,1.538,0.959,1.3,1.249
0.582,0.305,0.298,0.28,3.809,4.886,3.917,5.067,17.447,17.544,16.69,17.786,0.275,0.4,0.26,0.26,3.56,3.495,4.383,4.239,T0325970,5.83,36.459,32.207,35.47,32.56,96.0,122.15,107.8,118.75,1.561,0.499,0.459,0.543,1.792,1.846,1.244,0.66
0.292,0.285,0.29,0.295,4.351,8.696,4.524,5.231,20.572,20.222,21.032,22.827,0.205,0.202,0.215,0.255,4.669,3.538,4.883,6.958,T0328709,6.05,27.737,23.711,27.059,32.342,78.2,99.45,100.65,148.0,0.679,0.729,0.731,0.74,1.348,1.077,1.161,1.178
0.275,0.28,0.305,0.295,6.869,5.877,4.982,5.437,22.305,21.664,22.482,22.361,0.195,0.21,0.213,0.215,5.282,4.643,4.606,6.455,T0328709,6.36,28.489,30.204,28.16,34.945,104.25,92.4,110.1,111.3,0.738,0.783,0.705,0.661,1.203,0.908,1.161,1.178
0.285,0.33,0.25,0.275,3.98,4.956,4.975,4.394,21.258,24.704,20.888,19.594,0.215,0.235,0.182,0.208,5.988,5.889,4.347,4.691,T0328709,5.97,29.113,30.499,25.317,26.742,106.6,127.9,97.1,81.7,0.81,0.824,0.865,0.77,1.217,1.466,1.028,0.724
0.21,0.215,0.212,0.208,0.657,0.733,0.708,0.663,2.691,2.829,2.714,2.488,0.105,0.135,0.095,0.135,0.56,0.664,0.588,0.566,T0335937,3.28,5.058,6.876,5.924,5.755,6.7,7.5,6.7,7.5,0.462,0.58,0.378,0.323,0.326,0.25,0.232,0.314
0.198,0.21,0.215,0.205,0.499,0.615,0.582,0.596,2.576,2.73,2.64,2.369,0.15,0.12,0.15,0.135,0.525,0.476,0.441,0.439,T0335937,2.37,6.657,4.2,4.61,5.274,7.5,6.7,6.7,6.0,0.29,0.424,0.461,0.409,0.248,0.24,0.337,0.235
0.21,0.205,0.212,0.205,0.749,0.82,0.735,0.655,2.851,2.849,2.787,2.883,0.115,0.112,0.1,0.13,0.659,0.684,0.563,0.578,T0335937,3.56,5.54,6.081,5.312,6.554,7.5,7.5,6.7,7.5,0.48,0.394,0.46,0.352,0.161,0.523,0.252,0.351
0.46,0.49,0.48,0.47,3.015,3.659,5.023,2.051,12.047,13.032,14.086,12.878,0.51,0.495,0.385,0.495,0.932,1.042,2.346,2.474,T0356107,5.83,35.344,35.134,37.986,35.008,72.25,80.5,105.45,64.8,0.355,0.408,0.383,0.429,2.117,2.11,2.083,1.864
0.518,0.35,0.492,0.26,2.371,3.403,3.768,3.777,11.776,13.852,13.348,13.036,0.24,0.255,0.255,0.48,1.92,2.25,2.433,0.995,T0356107,6.17,30.42,34.617,36.147,35.282,61.4,73.1,78.0,75.55,0.613,0.4,1.592,0.383,1.63,1.639,1.907,1.672
0.245,0.265,0.325,0.235,1.005,0.9,0.96,0.806,5.001,4.306,5.425,4.626,0.238,0.205,0.26,0.208,1.709,1.606,1.199,1.019,T0356136,6.19,29.59,28.232,35.338,26.972,27.9,20.95,27.6,19.9,0.179,0.147,0.165,0.198,1.054,0.562,1.293,1.008
0.38,0.338,0.47,0.473,0.867,0.92,0.878,0.821,4.33,5.145,5.262,4.502,0.235,0.51,0.5,0.27,0.811,0.439,0.436,1.328,T0356136,5.57,27.198,32.116,31.055,30.42,24.3,31.5,29.0,27.6,0.146,0.147,0.158,0.13,1.221,1.642,1.912,1.706
0.478,0.238,0.265,0.485,0.921,0.887,1.068,0.719,5.117,4.516,4.273,4.602,0.26,0.26,0.238,0.275,1.318,0.897,0.808,1.249,T0356136,5.72,34.68,29.761,28.142,27.757,32.0,24.9,22.4,25.4,0.171,0.141,0.29,0.174,1.495,1.28,1.289,1.482
0.33,0.322,0.332,0.325,1.726,2.334,1.899,1.492,8.209,9.725,9.992,7.917,0.26,0.265,0.245,0.252,1.532,1.527,1.849,1.434,T0358265,5.51,30.086,32.831,34.868,27.556,40.8,45.6,44.4,36.6,0.348,0.316,0.403,0.335,0.691,1.204,1.171,1.169
0.25,0.27,0.298,0.28,1.312,1.26,1.278,1.177,9.206,7.308,9.522,7.693,0.328,0.322,0.3,0.292,1.041,1.091,1.021,0.769,T0358265,4.67,32.629,24.445,30.074,17.863,37.2,34.2,34.8,26.4,0.287,0.254,0.343,0.296,1.033,1.026,1.018,1.016
0.32,0.278,0.31,0.315,1.028,0.729,1.097,0.922,5.637,5.743,5.816,5.432,0.275,0.255,0.242,0.24,0.991,1.573,1.028,1.327,T0368816,5.86,26.543,31.527,29.828,29.307,26.4,25.7,25.7,26.4,0.152,0.205,0.196,0.184,1.481,0.92,1.745,1.169
0.575,0.57,0.325,0.58,0.891,1.258,0.502,1.058,5.703,5.667,5.54,5.71,0.378,0.365,0.488,0.39,0.661,0.638,0.789,0.848,T0368816,5.88,32.91,22.218,31.248,22.36,26.1,29.05,25.1,30.05,0.174,0.36,0.162,0.423,2.332,1.798,1.694,2.317
0.29,0.448,0.422,0.29,0.982,0.863,1.013,0.716,5.788,5.883,5.679,5.89,0.255,0.25,0.23,0.25,1.074,1.196,1.327,1.323,T0368816,5.94,32.221,29.084,27.287,26.308,24.4,26.4,25.7,25.7,0.182,0.216,0.222,0.199,1.156,1.45,1.19,1.467
0.27,0.268,0.28,0.28,1.478,1.225,1.079,1.491,5.103,4.95,4.39,5.146,0.262,0.27,0.235,0.382,1.229,0.921,0.909,0.761,T0375593,5.0,26.072,27.375,23.612,25.004,33.25,30.0,23.0,34.25,0.177,0.174,0.181,0.194,0.535,0.992,0.994,1.495
0.3,0.29,0.31,0.282,1.086,1.196,1.289,1.448,4.664,4.794,5.195,5.84,0.248,0.248,0.255,0.26,0.778,0.998,1.144,1.199,T0375593,5.24,24.751,27.621,26.566,30.456,24.75,26.5,30.75,36.0,0.192,0.192,0.222,0.186,1.49,0.556,1.016,0.749
0.29,0.29,0.3,0.288,1.237,0.971,1.105,1.205,4.842,4.755,4.712,4.777,0.275,0.258,0.255,0.26,0.934,0.976,0.947,0.919,T0375593,4.78,26.73,25.868,26.095,24.049,29.75,26.25,25.75,25.5,0.16,0.175,0.166,0.171,0.525,1.421,0.524,0.992
0.295,0.29,0.31,0.308,1.179,1.431,1.085,1.085,4.948,5.222,4.723,4.331,0.28,0.27,0.275,0.265,0.794,0.89,0.827,0.998,T0375593,4.63,26.1,29.108,26.099,24.851,32.25,37.5,25.5,25.5,0.196,0.166,0.173,0.184,0.982,1.001,0.951,1.221
0.265,0.285,0.29,0.29,1.307,1.333,0.98,1.345,5.103,5.042,4.323,5.33,0.26,0.265,0.265,0.258,1.181,1.082,0.793,0.87,T0375593,4.94,23.22,27.765,24.644,27.348,31.0,30.75,22.0,31.5,0.469,0.188,0.148,0.172,1.359,0.535,0.766,0.983
0.43,0.292,0.31,0.315,1.565,0.944,1.025,1.008,5.462,5.341,4.275,4.71,0.3,0.27,0.245,0.42,0.872,1.109,1.005,0.557,T0375593,4.86,28.314,26.438,23.812,24.04,37.0,25.5,20.0,24.25,0.193,0.198,0.186,0.209,1.484,0.995,0.742,1.003
0.31,0.29,0.31,0.3,1.097,0.834,1.294,1.173,4.374,5.204,5.128,4.558,0.282,0.277,0.275,0.242,0.728,1.108,1.05,1.092,T0375593,4.84,26.506,27.493,26.777,23.623,27.25,26.25,29.5,23.5,0.182,0.199,0.212,0.203,0.975,0.991,1.553,0.976
0.28,0.32,0.305,0.3,1.122,1.592,1.086,1.144,4.918,5.656,3.884,4.955,0.26,0.272,0.245,0.262,1.013,1.282,0.943,0.958,T0375593,4.87,26.442,28.658,23.827,24.663,27.75,36.5,20.5,26.0,0.178,0.177,0.163,0.151,1.43,1.008,0.918,1.393
0.295,0.3,0.31,0.295,1.316,1.007,1.119,1.008,4.722,4.438,4.598,5.128,0.24,0.258,0.26,0.285,0.952,1.199,1.036,0.732,T0375593,4.87,25.605,27.08,25.632,26.866,28.5,26.5,28.5,26.75,0.18,0.19,0.187,0.215,1.493,1.017,0.907,1.422
0.295,0.292,0.3,0.29,1.34,1.061,1.159,1.255,5.088,4.313,4.82,4.405,0.25,0.245,0.255,0.255,1.141,0.971,0.868,1.048,T0375593,5.14,27.53,26.401,26.2,24.367,30.0,23.0,24.5,22.0,0.179,0.309,0.168,0.145,1.009,1.027,1.034,0.946
0.185,0.165,0.17,0.16,0.294,0.592,0.616,0.72,2.604,2.95,3.894,3.725,0.228,0.262,0.242,0.245,0.39,0.298,0.485,0.472,T0376574,2.63,9.269,12.164,12.702,14.15,7.2,7.8,11.7,12.0,0.3,0.261,0.294,0.233,0.339,0.34,0.341,0.344
0.2,0.195,0.168,0.17,0.534,0.407,0.538,0.615,3.333,2.649,2.835,2.887,0.218,0.235,0.215,0.255,0.612,0.466,0.459,0.31,T0376574,2.43,12.862,9.669,10.072,11.216,10.2,7.8,7.8,8.4,0.192,0.208,0.228,0.23,0.343,0.379,0.372,0.336
0.175,0.185,0.175,0.17,0.581,0.218,0.568,0.408,3.504,2.508,3.422,2.933,0.27,0.258,0.268,0.27,0.345,0.433,0.484,0.346,T0376574,2.52,12.653,9.038,13.082,11.164,10.8,6.6,10.8,7.8,0.284,0.311,0.231,1.704,0.357,0.339,0.348,0.356
0.178,0.17,0.162,0.175,0.455,0.57,0.497,0.629,2.674,3.749,3.065,3.838,0.265,0.272,0.28,0.278,0.416,0.331,0.316,0.354,T0376574,2.33,8.63,12.79,11.573,13.205,7.8,10.8,8.4,12.0,0.211,0.258,0.284,0.3,0.326,0.326,0.322,0.316
0.18,0.165,0.18,0.168,1.588,1.644,1.716,1.615,6.368,7.1,6.013,6.848,0.125,0.138,0.115,0.145,1.86,2.256,1.574,1.379,T0379974,4.31,10.18,14.848,8.167,13.379,21.0,25.9,18.5,19.7,0.587,0.496,0.844,0.518,0.484,0.493,0.512,0.514
0.188,0.208,0.198,0.195,1.391,1.252,1.212,1.373,5.692,6.875,6.968,6.227,0.15,0.16,0.16,0.155,1.32,1.227,1.612,1.408,T0379974,3.48,9.318,13.231,13.931,10.244,21.0,19.7,23.4,22.2,0.611,0.52,0.487,0.55,0.335,0.483,0.602,0.33
0.2,0.2,0.2,0.19,1.508,1.377,1.476,1.542,6.303,6.652,6.332,6.496,0.128,0.14,0.14,0.143,1.879,1.844,1.614,1.532,T0379974,4.78,10.808,13.894,11.232,11.283,22.2,22.2,21.0,21.0,0.682,0.572,0.539,0.736,0.5,0.511,0.731,0.266
0.19,0.195,0.195,0.19,1.609,1.599,1.692,1.616,6.698,6.798,6.845,6.659,0.145,0.135,0.132,0.14,1.633,1.792,1.587,1.632,T0379974,4.88,13.552,11.44,11.046,10.989,22.2,23.4,21.0,21.6,0.566,0.503,0.451,0.727,0.51,0.369,0.754,0.276
0.19,0.19,0.19,0.195,1.569,1.567,1.662,1.685,6.95,6.338,6.604,6.438,0.138,0.128,0.14,0.13,1.821,1.858,1.595,1.629,T0379974,5.08,14.712,10.429,11.052,11.478,22.2,21.6,21.6,21.6,0.5,0.735,0.547,0.6,0.542,0.509,0.779,0.267
0.195,0.2,0.2,0.195,1.383,1.453,1.494,1.373,6.631,6.558,6.508,7.095,0.15,0.145,0.135,0.145,1.556,1.579,1.377,1.388,T0379974,4.42,13.434,11.984,8.641,12.589,21.0,21.0,19.7,19.7,0.598,0.505,0.673,0.699,0.354,0.44,0.475,0.436
0.27,0.265,0.29,0.272,1.338,1.644,1.584,1.485,8.724,8.026,8.18,7.668,0.418,0.275,0.265,0.23,0.991,1.348,1.207,1.367,T0383729,4.67,26.724,21.403,24.878,20.443,38.0,38.6,38.6,33.9,0.376,0.38,0.329,0.415,1.369,0.865,0.883,0.87
0.29,0.28,0.29,0.295,1.216,1.479,1.412,1.501,8.597,7.84,8.54,9.27,0.25,0.255,0.275,0.27,1.898,1.474,1.237,1.736,T0383729,4.58,24.675,19.782,25.876,27.651,37.4,36.3,36.85,42.15,0.342,0.387,0.29,0.295,0.407,0.856,1.322,1.313
0.3,0.28,0.275,0.28,1.405,1.22,1.627,1.051,8.382,8.164,8.546,8.689,0.252,0.26,0.265,0.28,1.639,1.47,1.392,1.547,T0383729,4.58,25.381,21.288,24.648,26.586,37.45,36.85,37.45,37.45,0.435,0.377,0.421,0.282,0.381,1.262,0.426,1.375
0.298,0.28,0.28,0.29,1.575,1.456,1.382,1.666,7.821,8.47,8.788,7.798,0.26,0.282,0.26,0.265,1.573,1.495,1.559,1.405,T0383729,4.63,20.516,24.89,23.446,20.003,38.6,39.2,38.0,39.8,0.35,0.311,0.304,0.39,0.661,0.935,1.348,0.638
0.4,0.285,0.405,0.295,2.872,2.207,1.856,2.25,16.536,15.519,15.5,14.014,0.3,0.28,0.29,0.238,2.025,1.769,1.752,2.361,T0390550,5.42,28.437,26.591,28.139,19.222,75.6,55.7,55.7,57.7,0.642,0.587,0.642,0.727,1.54,1.042,1.582,1.013
